titulo;precio;ubicacion;descripcion;url;litros_detectados;ala_detectada;cumple_criterios;fecha_publicacion;envio;estado;imagen
Wingfoil Mástil RRD SWK Carbon 85;650.0;Molins de Rei, 08750;"Mástil de carbono RRD SWK de 85 cm. Incluye funda protectora.
El SWK Carbon 1.5 / 13 / 85 Y30 está diseñado para riders que exigen el máximo control y velocidad al más alto nivel de rendimiento. En comparación con el SWK Carbon Mast 1.8 / 13 / 85, su perfil es 3 mm más delgado, lo que reduce la resistencia al aire y mejora la capacidad de respuesta; la configuración perfecta para usar alas delanteras más pequeñas o para alcanzar la máxima velocidad.

- Material: Carbono.
- Longitud: 85 cm.
- Peso: 1.95 Kg
- Modelo: SWK Y30.
- Incluye funda.";https://es.wallapop.com/item/mastil-rrd-swk-carbon-85-1277178948;[];[];False;2026-07-03;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l4/ed/__/c10420p1277178948/i6587201830.jpg?pictureSize=W640
Ala de Wingfoil GONG Pulse 5m;215.0;El Puerto de Santa María, 11500;"Ala de wingfoil GONG Pulse de 5m en color verde y azul marino. Diseñada para la práctica de wingfoil.

[A recoger en el Puerto o Envío]

- Algunos poros tapados con dacrón.
- Se incluye bolsa de transporte.
- NO se incluye leash.";https://es.wallapop.com/item/ala-de-wingfoil-gong-pulse-5m-1204070192;[];[5];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jw/ve/__/c10420p1204070192/i6120722714.jpg?pictureSize=W640
Tabla Wingfoil Duotone Skybrid 5'10;1085.0;Las Rozas de Madrid, 28230;"Tabla de wingfoil Duotone Skybrid de 5'10"" con 100 litros de volumen. Diseñada para ofrecer una experiencia de navegación versátil y emocionante.

- Año 2025
- Modelo: Skybrid
- Tamaño: 5'10 x22,76""
- Marca: Duotone
- Incluye footstrap duotone y tornilleria";https://es.wallapop.com/item/tabla-wingfoil-duotone-skybrid-5-10-1255060772;[100];[];False;2026-07-01;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kr/8b/__/c10420p1255060772/i6450605970.jpg?pictureSize=W640
F-one Pocket | Tabla de Kite foil kitesurf;520.0;Can Pastilla, 07610;"Tabla para kitefoil F-one Pocket 145cm

con tracks estándar para acoplar cualquier foil. 
Con muy poco uso. 
Se vende sin straps
con straps +60€


Muchos más artículos de kitesurf, wingfoil, efoil, wake, wakefoil, SUP/ Stand Up Paddle, surf, y mucho más en nuestro perfil.";https://es.wallapop.com/item/f-one-pocket-tabla-de-kite-foil-kitesurf-1069201246;[];[];False;2026-03-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ho/ko/__/c10420p1069201246/i5239287753.jpg?pictureSize=W640
Set Tornillos Hydrofoil Inoxidables M8;32.0;Doña Violeta, 11139;"Set de cuatro tornillos de acero inoxidable para hydrofoil. Para enroscar a mano y poder modificar la posición del foil rápidamente. Wingfoil, kitefoil, surf foil, windsurf foil
También se cambian por el mismo tipo de tornillos pero en M6. 

- Medida: M8
- Material: Acero inoxidable";https://es.wallapop.com/item/set-tornillos-hydrofoil-inoxidables-m8-1216199775;[];[];False;2026-07-06;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/k4/3d/__/c10420p1216199775/i6200704005.jpg?pictureSize=W640
"QUILLA SHAPPERS LOGGER 11"" HOOK Buen estado";50.0;Castelldefels, 08860;"Quilla de surf Shapers Logger Series.  

- Modelo: Shapers Logger Series 11"" Hook.
- Diseño: camuflaje en tonos grises y beige.
- Material: fibra.

(P)

Somos PopKite, una tienda especializada en material de Surf, Kite, Windsurf y Wingfoil. Con años de experiencia, asesoramos a riders de todos los niveles y ofrecemos siempre productos de la mejor calidad.
Contáctanos ante cualquier duda, estaremos encantados de ayudarte.";https://es.wallapop.com/item/quilla-shappers-logger-11-hook-1169026932;[];[];False;2026-06-22;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/jc/0a/__/c10420p1169026932/i5897653713.jpg?pictureSize=W640
Wing wingfoil Eleveight GT2 V2 3m;525.0;San Juan de Aznalfarache, 41920;"Wing de kitesurf Eleveight GT2 V2 de 3 metros. Diseñada para freeride y olas.
NUEVO SIN ABRIR 

- Modelo: GT2 V2
- Tamaño: 3m
- Serie: Freeride Wave
Wings foil kitesurf cometa Duotone Fone Core North";https://es.wallapop.com/item/wing-eleveight-gt2-v2-3m-1271747331;[];[3];False;2026-07-05;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l1/5y/__/c10420p1271747331/i6556714659.jpg?pictureSize=W640
Wingfoil Naish Wingsurfer 6.8;150.0;Mairena del Aljarafe, 41927;"Wing de wingfoil Naish Wingsurfer en color azul y rojo. Incluye leash muñeca y bolsa

Ideal para aprender

- Tamaño: 6.8
- Ventanas transparentes.
- Diseño Naish.";https://es.wallapop.com/item/wingfoil-naish-wingsurfer-6-8-1278728938;[];[];False;2026-07-06;Envío disponible;Reservado;https://cdn.wallapop.com/images/10420/l5/bl/__/c10420p1278728938/i6599035430.jpg?pictureSize=W640
Tabla JP Freefoil 130;520.0;Jerez de la Frontera, 11401;Tabla de windsurf JP Freefoil 130, para windsurf foil pero tambien se puede hacer wingfoil. Año 2022.;https://es.wallapop.com/item/tabla-jp-freefoil-130-1212460463;[];[];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/k1/v8/__/c10420p1212460463/i6176573606.jpg?pictureSize=W640
Wingfoil Reedin Supernatural 5.2;350.0;Berben, 11500;"Ala Wingfoil Reedin Supernatural de 5.2 metros cuadrados. Diseñada para ofrecer un rendimiento excepcional.

- Diseño moderno y aerodinámico.
- Materiales de alta calidad para mayor durabilidad.
- Color principal blanco con detalles verdes y rojos.
- como se muestra en la foto tiene una reparación la cual no afecta en nada su comportamiento";https://es.wallapop.com/item/wingfoil-reedin-supernatural-5-2-1279773105;[];[5.2];False;2026-07-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l5/xz/__/c10420p1279773105/i6605336786.jpg?pictureSize=W640
Traje seco vela wingfoil kite talla M 50.;215.0;Náquera, 46119;"Traje seco de la marca Prolimit, ideal para actividades acuáticas, vela, kite, wing.
Talla M 50.
Solo se ha usado 7 veces 

100% estanco


- Color azul y gris.
- Cierre frontal.
- Rodilleras reforzadas.
-Velcro en extremidades

Traje neopreno, traje seco, drysuit wetsuit";https://es.wallapop.com/item/traje-seco-prolimit-azul-y-gris-talla-m-50-1222733456;[];[];False;2026-06-13;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/k7/zf/__/c10420p1222733456/i6240018502.jpg?pictureSize=W640
Tabla wingfoil;450.0;Tomares, 41940;"Vendo tabla de Wingfoil RRD Pocket Rocket E-Tech de 120litros en perfecto estado de uso, sin
reparaciones y apenas usada,
muy estable e ideal para iniciarse en el wingfoil.
Este modelo es también compatible para windsurf foil.";https://es.wallapop.com/item/tabla-wingfoil-1022700933;[120];[];False;2026-07-09;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/gw/w1/__/c10420p1022700933/i4986692794.jpg?pictureSize=W640
Wing 2.5 Slingwing v3;170.0;Palma de Mallorca, 07013;"Wingfoil wing Slingshot Slingwing v3 2.5m
Usada pero en buen estado, excepto un par de reparaciones reparadas profesionalmente y otra pequeña por reparar. Aclarado después de cada uso.

PACK DE 4 WINGS SLINGSHOT DE DIFERENTES MEDIDAS POR 700€, IDEAL COMO PRIMER EQUIPO! (ver otros anuncios míos para detalles)";https://es.wallapop.com/item/wing-2-5-slingwing-v3-976415559;[];[2.5];False;2026-06-24;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/g5/bz/__/c10420p976415559/i4723539264.jpg?pictureSize=W640
Wing Armstrong MKII 4.0 con  Asa o Boom .;710.0;Alzira, 46600;"SE VENDE POR CAPRICHOSO YA QUE LANZARON EL NUEVO MODELO X WING PERFORMANCE y está pedido . ESTA COMO NUEVO IMPECABLE APENAS LA USE ( PESO 59 KG Y SIEMPRE VOY CON 3.5)Ala wingfoil Armstrong MKII de 4.0 metros cuadrados. Diseñada para wingfoil, ofrece un rendimiento versátil .el mejor wing que probé .750 € con asas o con boom. Las dos cosas 800€ 

- Tamaño: 4.0 m²
- Modelo: MKII
- Marca: Armstrong
- Incluye asa y boom.";https://es.wallapop.com/item/wing-armstrong-mkii-4-0-con-asa-o-boom-1264457434;[];[4];False;2026-07-09;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kw/tp/__/c10420p1264457434/i6510798152.jpg?pictureSize=W640
Ala Wingfoil North Nova 6.0;200.0;Sevilla, 41005;"Ala de wingfoil North Nova de 6 metros. Diseñada para ofrecer un rendimiento excepcional.

- Color negro con detalles en verde turquesa.
- Ventanas transparentes para visibilidad.
- Logotipo North en el centro.";https://es.wallapop.com/item/ala-wingfoil-north-nova-6-0-1269258105;[];[6];False;2026-07-10;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kz/ol/__/c10420p1269258105/i6541130707.jpg?pictureSize=W640
Pack Wingfoil;1250.0;Sant Pere Pescador, 17470;"Pack completo de wingfoil casi nuevo, solo ha entrado al agua una vez.

- Tabla Tribord de 100l.
- Foil Tribord 1500
- Wing Duotone Slick 5m 2023 (turquesa)
- Botavara Duotone.

REGALO LEASH (tabla y wing)

(Ver perfil para precio por separado)


(Se puede ver en Sant Pere Pescador, Girona, Barcelona, Castelldefels, Sitges, y posibilidad en Almeria segun fechas)


Preguntar cualquier duda sin compromiso";https://es.wallapop.com/item/pack-wingfoil-1256996121;[100];[5];False;2026-06-30;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ks/ds/__/c10420p1256996121/i6461624393.jpg?pictureSize=W640
Foil Duotone 750 Glide 2.0 DLab H165;490.0;Tarifa, 11380;"Set de foil Duotone para wingfoil.

- Front wing: Glide 2.0 DLab 750.
- Estabilizador: H165.
- Full Carbon
- Posibilidad de hacer pack con fuselaje o mastil mira mi perfil. 

Como nuevo. Ligeras marcas de uso casi no se ven. No afecta al uso";https://es.wallapop.com/item/foil-duotone-750-glide-2-0-dlab-h165-1273006194;[];[];False;2026-07-02;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l1/wx/__/c10420p1273006194/i6563863708.jpg?pictureSize=W640
Wing Gong Druid V1 - Wingfoil;175.0;Mazagon, 21130;"Vendo ala de wingfoil Gong Druid V1 de 7 m2 ideal para viento ligero. Es muy potente y cómoda, despega rápido y soporta bien el viento fuerte gracias a su diseño compacto. Presenta una reparación y algunos poros tapados en la vela realizado por empresa de veleria. Incluye bolsa de transporte. Se puede ver en Mazagón. Entrega en mano en Mazagón o envío.
Cualquier duda, ¡pregunta sin compromiso! 😊";https://es.wallapop.com/item/wing-gong-druid-v1-wingfoil-1143524822;[];[7];False;2026-05-22;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/iw/tp/__/c10420p1143524822/i5733898589.jpg?pictureSize=W640
Vela Wingfoil 4m NUEVA Azul;380.0;Sevilla, 41014;"Vela de wingfoil en color azul y turquesa, con detalles en negro y blanco. Incluye bolsa de transporte rosa.

- Medida: 4 metros.
- Diseño con varias tonalidades de azul.
- Bolsa de transporte rosa con asas.";https://es.wallapop.com/item/vela-wingfoil-4m-azul-1258599563;[];[4];False;2026-07-08;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kt/c5/__/c10420p1258599563/i6472788472.jpg?pictureSize=W640
3 Vario Top;10.0;Figueres, 17600;"Conjunto de 3 topes de mastil para vela windsurf

Nuevo a estrenar 

A 4 euro la unidad 

O todos por 10 €

Se puede separar o hacer lotes

Hago envios wallapop 

Mejor Inpost envio 

Tengo mas accesorios en mi perfil 



Correa, cuerda, accesorios, surf, wind, windsurf, kite, kitesurf, kitesurfing, kate, katesurf, cate, wing, wingsurf, foil, sup, olas, viento, seguridad, windfoil, wingfoil, linias, base";https://es.wallapop.com/item/3-vario-top-1210400651;[];[];False;2026-06-29;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/k0/n3/__/c10420p1210400651/i6164155384.jpg?pictureSize=W640
Set de Foil NSP;370.0;Perellonet, 46035;"set completo de foil, para la practica de wingfoil o surf foil
marca NSP
incluye:
modular mast ( mastil de 80, fuselaje de 70, base , tornilleria y funda ) aluminio
ala delantera de 1650 carbono , a estrenar y con su funda
estabilizador de 245 , carbono, con su funda";https://es.wallapop.com/item/set-de-foil-nsp-1055170397;[];[];False;2026-07-01;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/hg/7y/__/c10420p1055170397/i6006847309.jpg?pictureSize=W640
Kit Reparación Kitesurf Wingfoil Cabrinha Original;15.0;Tarifa, 11380;Kit Reparación Kitesurf Wingfoil Cabrinha Original!;https://es.wallapop.com/item/kit-reparacion-kitesurf-wingfoil-cabrinha-original-956962931;[];[];False;2026-07-07;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/ft/r1/__/c10420p956962931/i4606530927.jpg?pictureSize=W640
Válvula Duotone Sky - Wingfoil;12.0;Alzira, 46600;"Se vende válvula de cámara para tabla de wingfoil Duotone Skystyle.Nuevo 

- Incluye 2 piezas: válvulatapon con su torica cámara y llave apriete
- Color negro.
- Material plástico resistente.";https://es.wallapop.com/item/valvula-duotone-sky-wingfoil-1148467832;[];[];False;2026-06-03;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/iz/rn/__/c10420p1148467832/i5768195862.jpg?pictureSize=W640
Ala Wingfoil Ozone Flow 5.0m;549.0;Moaña, 36950;"Ala wingfoil Ozone Flow de 5.0 metros cuadrados. Diseñada para la práctica de wingfoil.

- Color naranja, blanco y negro.
- Tamaño: 5.0m.
- La flow es el ala polivalente para freeride y olas, que da un gran rango de viento y muy buen drift. Cometa con menos de un año y poco uso. En muy buen estado. Tu oportunidad de comprar material de primera calidad a muy buen precio";https://es.wallapop.com/item/ala-wingfoil-ozone-flow-5-0m-1251772961;[];[5];False;2026-06-11;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/kp/9u/__/c10420p1251772961/i6430972808.jpg?pictureSize=W640
Surfkite Takoon burning 5.10 comprada nueva;235.0;Valencia, 46002;Hola vendo surfkite Takoon burning 5.10 es encuentra en muy buen estado solo un pequeña reparación tabla muy dura y estable comprada nueva y unico propietario surfkite Takoon burning kitesurf Mystic surfkite naish raptor rrd religión kite slingshot duotone vegas wingfoil escuela,foil;https://es.wallapop.com/item/surfkite-takoon-burning-5-10-892838863;[];[];False;2026-05-25;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/er/km/__/c10420p892838863/i3239453457.jpg?pictureSize=W640
Tabla wingfoil AFS Pro 5,0;600.0;Vitoria-Gasteiz, 01006;"Tabla wing foil con 2 usos, comprada nueva. No la he utilizado porque uso otra tabla.

Preferiblemente entrega en persona";https://es.wallapop.com/item/afs-pro-5-0-1114472506;[];[];False;2026-05-31;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/if/j0/__/c10420p1114472506/i5498174210.jpg?pictureSize=W640
Reloj GPS Garmin Forerunner 955 solar;250.0;Murcia, 30004;Reloj GPS Garmin Forerunner 955 solar. Blanco. Funciona perfecto. Los botones perfectos también. Pantalla sin marcas. Cambio por pasarme a modelo superior. No caja y solo correa de la foto. Con cable de carga. Cambiaría por material de wingfoil.;https://es.wallapop.com/item/reloj-gps-garmin-forerunner-955-solar-1265217593;[];[];False;2026-07-03;Envío disponible;Reservado;https://cdn.wallapop.com/images/10420/kx/a0/__/c10420p1265217593/i6515377540.jpg?pictureSize=W640
Pack Wingfoil JP + Neilpryde + Takoon;1999.0;Algeciras, 11202;"Pack completo de Wingfoil con tabla JP, foil Takoon y wing Neilpryde.
Incluye regalo de un foil Dakine 1300 o tabla Wingfoil hinchable de 135L

- Tabla disponible en 88L, 99L, 111L, 122L, 133L, 144L.
- Foil disponible en 1700, 1450, 1250.
- Wing Neilpryde disponible en  3.5, 5, 5.5 , 6
- Precio especial del pack: 1.999€.
Portes incluidos";https://es.wallapop.com/item/pack-wingfoil-jp---neilpryde---takoon-1271603523;[88, 99, 111, 122, 133, 135, 144];[];False;2026-06-11;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l1/2v/__/c10420p1271603523/i6555678096.jpg?pictureSize=W640
Cometa Wingfoil F-ONE V.2 5.0 m²;150.0;Valencia, 46022;"Cometa de wingfoil F-ONE V.2 de 5.0 metros cuadrados.
- Color naranja y azul.
- Incluye bolsa de transporte original y leash original.
- La tela tiene algunas reparaciones resultado de un mal día. Las reparaciones están perfectas. He navegado con ella reparada sin problema.
- Blader central cambiado el año pasado.";https://es.wallapop.com/item/cometa-wingfoil-f-one-v-2-5-0-m-1267139670;[];[5];False;2026-07-07;Envío disponible;Reservado;https://cdn.wallapop.com/images/10420/ky/f7/__/c10420p1267139670/i6555633207.jpg?pictureSize=W640
Tabla Wingfoil Fone 100L;790.0;Algeciras, 11205;"Tabla de wingfoil Fone de 100 litros
Rocket wing 5,5x27 muy estable ideal para iniciarse y progresar
Está en perfectas condiciones sin reparación alguna
Incluye funda acolchada MANERA";https://es.wallapop.com/item/tabla-wingfoil-fone-100l-1270688121;[100];[];False;2026-06-09;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/l0/j9/__/c10420p1270688121/i6549535095.jpg?pictureSize=W640
KITE OZONE ENDURO V1 2017 12m;445.0;Castelldefels, 08860;"Vendo cometa Ozone Enduro V1 2017 12 metros.  Está en muy buen estado. 

- Modelo: Ozone Enduro V1
- Talla: 12m
- Color: turquesa y negro

sin reparaciones, solamente dos pequeños poros reparados con parche.
se pueden ver en las ultimas fotos.

(C)

Somos PopKite, una tienda especializada en material de Surf, Kite, Windsurf y Wingfoil. Con años de experiencia, asesoramos a riders de todos los niveles y ofrecemos siempre productos de la mejor calidad.
Contáctanos ante cualquier duda, estaremos encantados de ayudarte.";https://es.wallapop.com/item/kite-ozone-enduro-v1-12m-1147834010;[];[];False;2026-06-03;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/iz/e2/__/c10420p1147834010/i5762406821.jpg?pictureSize=W640
Reparación de tablas de surf;1.0;Bilbao, 48004;"Reparación de tablas de surf, paddle surf, wingfoil, sup race...
Golpes, daños por el invento,sustitución de tapones, cajetines para quillas...
También en construcción de carbono.
Somos fabricantes de tablas y distribuidores de pre-shape. 
Contacto:
Movil: 678365233 Lander
web
Email: lander@landboard.es

Taller en Arrigorriaga (Vizcaya).

Longboar, Malibú, Mini Malibú, fish, shortboard, twinfin, mid lenght, paddle surf, stand up paddle, foil, wingfoil, surf foil...";https://es.wallapop.com/item/reparacion-de-tablas-de-surf-928039732;[];[];False;2026-06-30;Envío disponible;Disponible;https://cdn.wallapop.com/images/10420/fc/j4/__/c10420p928039732/i5456480118.jpg?pictureSize=W640
